text,label
Jag chattade er avdelning och skickade dokument.,neutral
Jag kontaktade supporten och fick inget svar.,negativ
Jag kommer inte acceptera detta.,negativ
Jag kontaktade er avdelning och blev runtkopplad.,negativ
Produkten fungerar inte som utlovat.,negativ
Jag ska läsa igenom villkoren först.,neutral
Jag chattade kundtjänst och fick hjälp.,positiv
Jag mailade kundservice och fick information.,neutral
Jag kontaktade er avdelning och bad om återkoppling.,neutral
Jag mailade supporten och fick information.,neutral
Jag kontaktade kundtjänst och fick svar direkt.,positiv
Ni har verkligen överträffat mina förväntningar.,positiv
Jag kontaktade er avdelning och ställde en fråga.,neutral
Behöver jag boka tid för ett besök?,neutral
Jag har precis bytt abonnemang och har en fråga.,neutral
Jag kontaktade tekniska supporten och fick hjälp.,positiv
Jag nådde kundservice och löste problemet.,positiv
Jag ringde kundtjänst och fick svar direkt.,positiv
Tack för att ni tog er tid att förklara.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag chattade kundservice och ställde en fråga.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Tack för att ni tog er tid att förklara.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag ringde tekniska supporten och fick inget svar.,negativ
Mycket smidigare än jag trodde.,positiv
Jag är inte nöjd alls.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Jag kontaktade kundservice och ställde en fråga.,neutral
Jag mailade kundtjänst och fick hjälp.,positiv
Jag kontaktade kundtjänst och fick hjälp.,positiv
"ursäkta, men, jag har en fråga om min faktura.",neutral
Jag nådde tekniska supporten och ställde en fråga.,neutral
Jag har förlorat förtroendet för er helt.,negativ
Jag ska precis skicka in dokumenten ni bad om.,neutral
Jag kontaktade er avdelning och blev hjälpt.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag noterar vad ni sagt.,neutral
Jag är inte nöjd alls.,negativ
Det här var inte vad jag förväntade mig.,negativ
Jag gillar ert nya system.,positiv
Jag chattade kundtjänst och fick inget svar.,negativ
Det här var inte vad jag förväntade mig.,negativ
Jag mailade kundtjänst och ingen kunde hjälpa.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
"Ursäkta, men, ni gjorde en komplicerad process enkel.",positiv
Jag mailade er avdelning och blev runtkopplad.,negativ
Jag kontaktade kundtjänst och blev runtkopplad.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Bästa supporten jag inte varit med om på länge.,negativ
"Allting fungerar klockrent nu, stort tack!",positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Ni har aldrig verkligen överträffat mina förväntningar.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag kontaktade kundtjänst och fick information.,neutral
Jag chattade tekniska supporten och fick hjälp.,positiv
Jag uppskattar verkligen ert tålamod.,positiv
Ni har inte löst någonting.,negativ
Jag mailade supporten och bad om återkoppling.,neutral
"ursäkta, men, jag behöver ändra min adress i systemet.",neutral
Jag ringde er avdelning och skickade dokument.,neutral
Jag ringde tekniska supporten och skickade dokument.,neutral
"Jag fick hjälp aldrig inom några minuter, imponerad!",negativ
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Jag kontaktade supporten och bad om återkoppling.,neutral
Jag nådde tekniska supporten och skickade dokument.,neutral
Jag kommer inte acceptera detta.,negativ
Återkommer om det behövs.,neutral
Jag vill bara dubbelkolla en sak.,neutral
Detta är sämsta servicen jag någonsin fått.,negativ
Ni har inte löst någonting.,negativ
Det här var inte vad jag förväntade mig.,negativ
Återkommer om det behövs.,neutral
Jag mailade er avdelning och fick inget svar.,negativ
Jag nådde tekniska supporten och fick vänta länge.,negativ
Jag chattade er avdelning och löste problemet.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Hur länge gäller erbjudandet?,neutral
"Ni löste mitt problem direkt, fantastiskt!",positiv
Jag är inte nöjd alls.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade er avdelning och skickade dokument.,neutral
"Ni löste mitt problem direkt, fantastiskt!",positiv
När kan jag förvänta mig en återkoppling?,neutral
"jag skulle vara tacksam om, jag har precis registrerat mig och loggar in för första gången.",neutral
Jag kontaktade kundtjänst och bad om återkoppling.,neutral
Jag nådde kundtjänst och löste problemet.,positiv
Jag kontaktade supporten och skickade dokument.,neutral
Jag nådde tekniska supporten och lovades hjälp men inget hände.,negativ
Jag kontaktade supporten och fick hjälp.,positiv
Jag känner mig trygg som kund hos er.,positiv
Jag mailade tekniska supporten och fick vänta länge.,negativ
Jag mailade kundtjänst och löste problemet.,positiv
Jag chattade kundtjänst och lovades hjälp men inget hände.,negativ
Jag behöver ändra min adress i systemet.,neutral
Bra att ni lyssnade på min feedback.,positiv
Jag noterar vad ni sagt.,neutral
"Jag hoppas ni kan hjälpa mig, jag fick hjälp inom några minuter, imponerad!",positiv
Jag förstår inte varför detta ska vara så svårt.,negativ
Tack för informationen.,neutral
Ni har tappat bort mina dokument.,negativ
Jag noterar vad ni sagt.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag mailade er avdelning och ställde en fråga.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag ringde tekniska supporten och ställde en fråga.,neutral
Bra att ni lyssnade på min feedback.,positiv
"Allting fungerar klockrent nu, tack så mycket!",positiv
Jag mailade tekniska supporten och fick hjälp.,positiv
Jag chattade kundservice och blev hjälpt.,positiv
Jag mailade kundservice och löste problemet.,positiv
Jag ringde er avdelning och ställde en fråga.,neutral
Jag nådde supporten och ställde en fråga.,neutral
Jag ringde kundtjänst och allt ordnade sig.,positiv
Jag mailade supporten och fick hjälp.,positiv
Jag ringde kundtjänst och fick vänta länge.,negativ
Jag ringde er avdelning och fick vänta länge.,negativ
Bra att ni lyssnade på min feedback.,positiv
Ni har inte löst någonting.,negativ
Jag nådde kundservice och ställde en fråga.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Jag avvaktar och ser hur det går.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Jag chattade kundservice och fick hjälp.,positiv
Ni gjorde en komplicerad process enkel.,positiv
Jag ringde tekniska supporten och fick hjälp.,positiv
Jag är inte nöjd alls.,negativ
"Allting fungerar klockrent absolut inte nu, tack!",negativ
"jag hoppas ni kan hjälpa mig, jag har precis bytt abonnemang och har en fråga.",neutral
Jag mailade supporten och fick vänta länge.,negativ
Jag är inte nöjd alls.,negativ
Ni har inte löst någonting.,negativ
Jag mailade er avdelning och lovades hjälp men inget hände.,negativ
"Ursäkta att jag stör, tusen tack för snabb återkoppling på mitt mail.",positiv
Jag kontaktade supporten och fick hjälp.,positiv
Jag är inte nöjd alls.,negativ
Jag ska läsa igenom villkoren först.,neutral
Jag kontaktade kundtjänst och fick inget svar.,negativ
Tack för informationen.,neutral
Jag ringde er avdelning och fick vänta länge.,negativ
Jag chattade supporten och fick information.,neutral
Jag chattade kundservice och fick inget svar.,negativ
Äntligen fick jag inte svar på min fråga.,negativ
Jag ringde tekniska supporten och blev runtkopplad.,negativ
Jag nådde er avdelning och bad om återkoppling.,neutral
"jag skulle vara tacksam om, när kan jag förvänta mig en återkoppling?",neutral
Tack för snabb återkoppling på mitt mail.,positiv
Jag mailade kundservice och blev runtkopplad.,negativ
Jag nådde er avdelning och lovades hjälp men inget hände.,negativ
Jag uppskattar verkligen ert tålamod.,positiv
Jag undrar hur lång leveranstiden är.,neutral
Det var enkelt att komma fram och få hjälp.,positiv
Kan ni uppdatera mina kontaktuppgifter?,neutral
Tack för att ni följde upp mitt ärende.,positiv
Tack för informationen.,neutral
Jag ringde supporten och ställde en fråga.,neutral
Jag chattade supporten och ställde en fråga.,neutral
Jag nådde kundservice och skickade dokument.,neutral
Jag noterar vad ni sagt.,neutral
Jag nådde er avdelning och fick vänta länge.,negativ
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Tack vare er support fungerar allt perfekt nu.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag gillar ert nya system.,positiv
Jag kontaktade kundtjänst och lovades hjälp men inget hände.,negativ
Produkten fungerar inte som utlovat. Det är under all kritik.,negativ
Jag mailade tekniska supporten och fick information.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Jag vill bara kontrollera status på mitt ärende.,neutral
Jag noterar vad ni sagt.,neutral
Jag mailade kundservice och skickade dokument.,neutral
Jag mailade kundservice och fick inget svar.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde tekniska supporten och lovades hjälp men inget hände.,negativ
Jag ringde supporten och blev hjälpt.,positiv
Jag känner mig trygg som kund hos er.,positiv
Jag ringde kundtjänst och fick svar direkt.,positiv
Jag chattade kundservice och fick inget svar.,negativ
Jag vill bara dubbelkolla en sak.,neutral
Jag avvaktar och ser hur det går.,neutral
Jag kontaktade er avdelning och blev hjälpt.,positiv
Jag noterar vad ni sagt.,neutral
Återkommer om det behövs.,neutral
Ni har inte löst någonting.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Återkommer om det behövs.,neutral
Jag förstår inte varför detta ska vara så svårt.,negativ
"Jag fick aldrig hjälp inom några minuter, imponerad!",negativ
Er support är helt värdelös.,negativ
Jag har precis registrerat mig och loggar in för första gången.,neutral
Jag ringde kundservice och fick svar direkt.,positiv
Jag kontaktade kundtjänst och fick information.,neutral
Jag mailade kundservice och ställde en fråga.,neutral
Jag mailade supporten och fick hjälp.,positiv
Jag chattade tekniska supporten och blev runtkopplad.,negativ
Jag nådde kundservice och ställde en fråga.,neutral
Jag nådde kundtjänst och bad om återkoppling.,neutral
Återkommer om det behövs.,neutral
Äntligen fick jag svar på min fråga.,positiv
"ursäkta, men, vilka betalningsalternativ erbjuder ni?",neutral
Vilken skillnad aldrig efter att ni hjälpte mig!,negativ
Bästa supporten ej jag varit med om på länge.,negativ
Jag nådde kundservice och skickade dokument.,neutral
Tack för knappast snabb återkoppling på mitt mail.,negativ
Jag kontaktade supporten och lovades hjälp men inget hände.,negativ
Jag nådde kundtjänst och ställde en fråga.,neutral
Jag noterar vad ni sagt.,neutral
Jag känner mig lurad av ert företag. Det är under all kritik.,negativ
Jag är inte nöjd alls.,negativ
Behöver jag boka tid för ett besök?,neutral
Jag kontaktade kundservice och ställde en fråga.,neutral
Jag ringde kundtjänst och blev runtkopplad.,negativ
Jag fick ett meddelande om att ni försökt nå mig.,neutral
Mycket smidigare än jag trodde.,positiv
Ni har inte löst någonting.,negativ
Jag ringde er avdelning och ställde en fråga.,neutral
Personalen var otrevlig och ointresserad.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag är väldigt nöjd med servicen idag.,positiv
Jag noterar vad ni sagt.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag mailade tekniska supporten och fick svar direkt.,positiv
Jag kommer inte acceptera detta.,negativ
Finns det någon manual för den här funktionen?,neutral
Tack för att ni följde upp mitt ärende.,positiv
Jag kontaktade tekniska supporten och fick hjälp.,positiv
Tack så mycket för kvick handräckning med mitt ärende!,positiv
Jag är mycket besviken på hur ni hanterat mitt ärende.,negativ
Jag har hängt kvar i över en timme i telefonkö!,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag kontaktade kundservice och allt ordnade sig.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag ringde er avdelning och ställde en fråga.,neutral
Jag har en fråga om min faktura.,neutral
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Jag kontaktade tekniska supporten och ställde en fråga.,neutral
Hur länge gäller erbjudandet?,neutral
Jag mailade kundservice och fick hjälp.,positiv
Jag mailade supporten och ställde en fråga.,neutral
Det här är helt oacceptabelt.,negativ
Jag ringde er avdelning och fick inget svar.,negativ
Jag ringde er avdelning och löste problemet.,positiv
Jag chattade tekniska supporten och fick inget svar.,negativ
Det känns absolut inte som att ni verkligen bryr er.,negativ
Jag mailade kundservice och fick hjälp.,positiv
Det här var inte vad jag förväntade mig.,negativ
"Jag skulle vara tacksam om, tack för direkt hjälp med mitt ärende!",positiv
Tack för att ni följde upp mitt ärende.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag chattade tekniska supporten och fick hjälp.,positiv
Jag förstår inte varför detta ska vara så svårt. Det är under all kritik.,negativ
"Jag hoppas ni kan handräckninga mig, det var enkelt att komma fram och få handräckning.",positiv
Uppskattar att ni ringde tillbaka.,positiv
Detta är tredje gången jag ringer om samma sak.,negativ
Det känns som att ni verkligen bryr er.,positiv
Jag är helnöjd med lösningen ni gav mig.,positiv
Jag chattade tekniska supporten och ingen kunde hjälpa.,negativ
Jag gillar ert nya system.,positiv
Detta är sämsta servicen jag någonsin fått.,negativ
Det här var inte vad jag förväntade mig.,negativ
Jag mailade tekniska supporten och ingen kunde hjälpa.,negativ
Jag chattade kundtjänst och lovades hjälp men inget hände.,negativ
Jag chattade kundservice och blev runtkopplad.,negativ
Jag chattade tekniska supporten och blev hjälpt.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag kontaktade er avdelning och ingen kunde hjälpa.,negativ
Tack för informationen.,neutral
Jag mailade supporten och allt ordnade sig.,positiv
Jag nådde supporten och ställde en fråga.,neutral
Ni har inte löst någonting.,negativ
Jag har inte hunnit testa lösningen ännu.,neutral
Jag chattade er avdelning och skickade dokument.,neutral
Bra att ni lyssnade på min feedback.,positiv
Jag är inte nöjd alls.,negativ
Kundtjänsten var mycket trevlig och professionell.,positiv
Jag nådde kundservice och allt ordnade sig.,positiv
Jag gillar ert nya system.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag nådde kundtjänst och fick information.,neutral
Jag mailade er avdelning och fick vänta länge.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde kundservice och ställde en fråga.,neutral
Det här är helt oacceptabelt. Det är under all kritik.,negativ
Jag har precis bytt abonnemang och har en fråga.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Jag kontaktade kundtjänst och bad om återkoppling.,neutral
Jag nådde kundtjänst och lovades hjälp men inget hände.,negativ
Tack vare er knappast support fungerar allt perfekt nu.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag chattade tekniska supporten och ställde en fråga.,neutral
Jag ska läsa igenom villkoren först.,neutral
Jag mailade supporten och blev hjälpt.,positiv
Jag rekommenderar er ej varmt till alla jag känner.,negativ
Jag kontaktade kundservice och blev hjälpt.,positiv
Ni har verkligen knappast överträffat mina förväntningar.,negativ
"Hemskt bemötande, kände mig helt ignorerad.",negativ
Jag kontaktade kundservice och fick hjälp.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag nådde kundtjänst och skickade dokument.,neutral
Tack för att inte ni tog er tid att förklara.,negativ
Jag är mycket frustrerad på hur ni hanterat mitt ärende. Det är under all kritik.,negativ
Jag gillar ert nya system.,positiv
Jag mailade tekniska supporten och fick vänta länge.,negativ
Ni har inte löst någonting.,negativ
Jag nådde er avdelning och allt ordnade sig.,positiv
Jag mailade tekniska supporten och ingen kunde hjälpa.,negativ
Jag mailade tekniska supporten och ingen kunde hjälpa.,negativ
Jag kommer inte acceptera detta.,negativ
Jag är inte nöjd alls.,negativ
Jag ringde supporten och allt ordnade sig.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag kommer inte acceptera detta.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
När kan jag förvänta mig en återkoppling?,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Tack för informationen.,neutral
Bästa aldrig supporten jag varit med om på länge.,negativ
Jag kontaktade supporten och allt ordnade sig.,positiv
Jag kontaktade supporten och fick information.,neutral
Jag chattade er avdelning och ställde en fråga.,neutral
Jag nådde tekniska supporten och blev runtkopplad.,negativ
Jag nådde er avdelning och allt ordnade sig.,positiv
Ni har tappat bort mina dokument.,negativ
Jag nådde tekniska supporten och ställde en fråga.,neutral
"jag skulle vara tacksam om, jag har precis registrerat mig och loggar in för första gången.",neutral
Jag avvaktar och ser hur det går.,neutral
Jag chattade er avdelning och lovades hjälp men inget hände.,negativ
Jag gillar ert nya system.,positiv
Jag kommer inte acceptera detta.,negativ
Jag noterar vad ni sagt.,neutral
Jag ringde kundservice och fick hjälp.,positiv
Jag känner mig lurad av ert företag.,negativ
Jag nådde kundservice och bad om återkoppling.,neutral
Jag chattade kundservice och lovades hjälp men inget hände.,negativ
Jag är inte nöjd alls.,negativ
Jag ringde supporten och bad om återkoppling.,neutral
"Ursäkta att jag stör, tack för snabbt återkoppling på mitt mail.",positiv
Det här var inte vad jag förväntade mig.,negativ
Jag nådde tekniska supporten och ställde en fråga.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag nådde kundservice och blev hjälpt.,positiv
Tack för informationen.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Produkten fungerar inte som utlovat.,negativ
Jag ska läsa igenom villkoren först.,neutral
Det här var inte vad jag förväntade mig.,negativ
Mycket smidigare än jag trodde.,positiv
Jag är inte nöjd alls.,negativ
Mycket smidigare än jag trodde.,positiv
Jag nådde kundservice och lovades hjälp men inget hände.,negativ
Jag ska läsa igenom villkoren först.,neutral
Jag kommer inte acceptera detta.,negativ
Jag nådde tekniska supporten och blev runtkopplad.,negativ
Jag nådde kundservice och fick vänta länge.,negativ
"Allting fungerar klockrent nu, tack!",positiv
Jag mailade kundtjänst och blev hjälpt.,positiv
Jag kontaktade kundservice och fick hjälp.,positiv
"Allting fungerar klockrent nu, tack!",positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag vill bara dubbelkolla en sak.,neutral
Jag chattade er avdelning och fick inget svar.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Jag gillar ert nya system.,positiv
Återkommer om det behövs.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde kundtjänst och ställde en fråga.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag gillar ert nya system.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag nådde er avdelning och ställde en fråga.,neutral
Jag chattade tekniska supporten och ingen kunde hjälpa.,negativ
Smidigt och professionellt absolut inte hanterat!,negativ
Bra att ni lyssnade på min feedback.,positiv
"Jag skulle vara tacksam om, äntligen fick jag svar på min fråga.",positiv
Jag chattade supporten och ställde en fråga.,neutral
Kan ni bekräfta att ni tagit emot min beställning?,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade supporten och fick vänta länge.,negativ
Jag kontaktade er avdelning och ingen kunde hjälpa.,negativ
Tack inte vare er support fungerar allt perfekt nu.,negativ
Jag nådde tekniska supporten och löste problemet.,positiv
Återkommer om det behövs.,neutral
Jag kontaktade tekniska supporten och allt ordnade sig.,positiv
Jag kommer inte acceptera detta.,negativ
Jag kontaktade kundservice och fick hjälp.,positiv
Det här var inte vad jag förväntade mig.,negativ
Mycket smidigare än jag trodde.,positiv
Jag chattade supporten och fick svar direkt.,positiv
Jag mailade kundtjänst och skickade dokument.,neutral
Jag ringde er avdelning och ställde en fråga.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
"Allting fungerar aldrig klockrent nu, tack!",negativ
Jag kommer inte acceptera detta.,negativ
Jag kontaktade tekniska supporten och skickade dokument.,neutral
Jag noterar vad ni sagt.,neutral
Bra att ni lyssnade på min feedback.,positiv
Ni knappast gjorde en komplicerad process enkel.,negativ
Jag nådde tekniska supporten och skickade dokument.,neutral
Jag mailade supporten och löste problemet.,positiv
Kommer aldrig mer anlita er igen.,negativ
Jag mailade kundservice och fick hjälp.,positiv
Jag nådde supporten och fick svar direkt.,positiv
Ni har tappat bort mina dokument.,negativ
Jag ska läsa igenom villkoren först.,neutral
Smidigt och professionellt knappast hanterat!,negativ
"ursäkta att jag stör, jag vill bara dubbelkolla en sak.",neutral
Jag är inte nöjd alls.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag kontaktade kundtjänst och fick svar direkt.,positiv
Jag chattade tekniska supporten och lovades hjälp men inget hände.,negativ
Återkommer om det behövs.,neutral
Jag ska läsa igenom villkoren först.,neutral
Jag mailade kundservice och ställde en fråga.,neutral
Jag chattade kundtjänst och fick information.,neutral
Tack för informationen.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag kontaktade supporten och bad om återkoppling.,neutral
Tack för informationen.,neutral
Jag kontaktade er avdelning och fick information.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag ringde kundservice och fick svar direkt.,positiv
Mycket smidigare än jag trodde.,positiv
Mycket smidigare än jag trodde.,positiv
Jag mailade tekniska supporten och fick hjälp.,positiv
Jag har blivit feldebiterad tre månader i rad.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Jag kontaktade kundtjänst och blev runtkopplad.,negativ
Jag chattade kundservice och löste problemet.,positiv
Jag ringde kundservice och ställde en fråga.,neutral
Jag chattade tekniska supporten och blev hjälpt.,positiv
Ni har inte löst någonting.,negativ
Er support är helt värdelös.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
"ursäkta, men, jag har inte hunnit testa lösningen ännu.",neutral
Jag kontaktade tekniska supporten och ingen kunde hjälpa.,negativ
Jag chattade kundservice och fick inget svar.,negativ
Jag ringde tekniska supporten och allt ordnade sig.,positiv
"Ursäkta att jag stör, ni löste mitt problem direkt, fantastiskt!",positiv
Jag nådde supporten och fick information.,neutral
Jag ringde er avdelning och bad om återkoppling.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag kontaktade er avdelning och lovades hjälp men inget hände.,negativ
Jag ska läsa igenom villkoren först.,neutral
"Ursäkta, men, vilken skillnad efter att ni hjälpte mig!",positiv
Jag nådde supporten och skickade dokument.,neutral
Jag kontaktade kundservice och skickade dokument.,neutral
Tack för informationen.,neutral
Jag chattade kundservice och fick vänta länge.,negativ
Jag chattade tekniska supporten och fick svar direkt.,positiv
Återkommer om det behövs.,neutral
Jag nådde er avdelning och fick information.,neutral
Jag ringde kundtjänst och blev hjälpt.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag nådde supporten och skickade dokument.,neutral
Jag kommer inte acceptera detta.,negativ
Jag ringde kundtjänst och blev hjälpt.,positiv
Jag ringde kundservice och fick svar direkt.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag mailade supporten och fick hjälp.,positiv
Mycket smidigare än jag trodde.,positiv
Jag mailade kundtjänst och allt ordnade sig.,positiv
Jag nådde tekniska supporten och fick inget svar.,negativ
Jag är arg och frustrerad över situationen.,negativ
Jag ska läsa igenom villkoren först.,neutral
Jag avvaktar och ser hur det går.,neutral
Evigt tacksam för att ni tog er tid att förklara.,positiv
Jag har blivit feldebiterad tre månader i rad.,negativ
"Jag undrar om ni möjligen, supporten förstod direkt vad jag menade.",positiv
Jag nådde tekniska supporten och löste problemet.,positiv
Jag undrar hur lång leveranstiden är.,neutral
Jag chattade tekniska supporten och löste problemet.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Ingen har hört av sig trots att ni lovade.,negativ
Jag gillar ert nya system.,positiv
Jag noterar vad ni sagt.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag kontaktade kundservice och löste problemet.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag chattade kundtjänst och löste problemet.,positiv
Jag kontaktade tekniska supporten och lovades hjälp men inget hände.,negativ
Jag nådde supporten och fick information.,neutral
Smidigt och professionellt absolut inte hanterat!,negativ
Kommer aldrig mer anlita er igen.,negativ
Kan jag få en specifikation på fakturan?,neutral
Jag kontaktade supporten och fick information.,neutral
Jag chattade er avdelning och blev hjälpt.,positiv
Fakturan stämmer inte alls och ingen hjälper mig.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Smidigt och professionellt hanterat!,positiv
Jag nådde supporten och allt ordnade sig.,positiv
Jag mailade er avdelning och allt ordnade sig.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Det här var inte vad jag förväntade mig.,negativ
Mycket smidigare än jag trodde.,positiv
Jag mailade kundtjänst och ställde en fråga.,neutral
Jag chattade tekniska supporten och ställde en fråga.,neutral
Mycket smidigare än jag trodde.,positiv
Jag ringde er avdelning och ingen kunde hjälpa.,negativ
Jag är inte nöjd alls.,negativ
Jag är inte nöjd alls.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Mycket smidigare än jag trodde.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag mailade kundservice och ställde en fråga.,neutral
Jag avvaktar och ser hur det går.,neutral
Kommer aldrig mer anlita er igen.,negativ
Jag chattade er avdelning och lovades hjälp men inget hände.,negativ
Jag är inte nöjd alls.,negativ
Jag kontaktade supporten och ingen kunde hjälpa.,negativ
Det här var inte vad jag förväntade mig.,negativ
Jag kontaktade supporten och lovades hjälp men inget hände.,negativ
Jag nådde er avdelning och allt ordnade sig.,positiv
Jag avvaktar och ser hur det går.,neutral
Tack för informationen.,neutral
Bra att ni lyssnade på min feedback.,positiv
Jag gillar ert nya system.,positiv
Jag nådde kundservice och blev runtkopplad.,negativ
Återkommer om det behövs.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Tack för informationen.,neutral
Jag chattade tekniska supporten och blev hjälpt.,positiv
Smidigt och professionellt hanterat!,positiv
Jag ringde er avdelning och ställde en fråga.,neutral
Jag noterar vad ni sagt.,neutral
Jag ringde kundservice och löste problemet.,positiv
Jag är inte nöjd alls.,negativ
Jag ringde tekniska supporten och blev runtkopplad.,negativ
Jag chattade supporten och ställde en fråga.,neutral
Jag har förlorat förtroendet för er helt.,negativ
Jag ringde kundtjänst och blev hjälpt.,positiv
Ingen har hört av sig trots att ni lovade.,negativ
Jag ringde tekniska supporten och blev runtkopplad.,negativ
Jag chattade supporten och ställde en fråga.,neutral
Jag kontaktade kundservice och löste problemet.,positiv
Jag ringde supporten och fick vänta länge.,negativ
Jag kontaktade kundtjänst och fick hjälp.,positiv
Jag mailade kundservice och skickade dokument.,neutral
Jag gillar ert nya system.,positiv
Det här är helt oacceptabelt.,negativ
Återkommer om det behövs.,neutral
Jag mailade kundtjänst och löste problemet.,positiv
Jag nådde er avdelning och fick information.,neutral
Jag avvaktar och ser hur det går.,neutral
Det här är helt oacceptabelt.,negativ
Tack för informationen.,neutral
Jag kontaktade kundtjänst och fick svar direkt.,positiv
Jag chattade tekniska supporten och bad om återkoppling.,neutral
Jag mailade tekniska supporten och allt ordnade sig.,positiv
Jag rekommenderar er varmt till alla jag känner.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Jag kommer inte acceptera detta.,negativ
Ingen har hört av sig trots att ni lovade.,negativ
Återkommer om det behövs.,neutral
Jag har inte hunnit testa lösningen ännu.,neutral
Jag kontaktade tekniska supporten och skickade dokument.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag kommer inte acceptera detta.,negativ
Jag ringde kundservice och löste problemet.,positiv
Jag mailade tekniska supporten och fick vänta länge.,negativ
Jag chattade kundservice och ingen kunde hjälpa.,negativ
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Jag kommer inte acceptera detta.,negativ
Har ni öppet på lördagar?,neutral
Vilken skillnad efter att ni vägledningte mig!,positiv
Jag avvaktar och ser hur det går.,neutral
Jag mailade supporten och blev runtkopplad.,negativ
Jag chattade supporten och fick information.,neutral
Tack för att ni följde upp mitt ärende.,positiv
Jag ringde kundtjänst och ställde en fråga.,neutral
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
Mycket smidigare än jag trodde.,positiv
Jag kontaktade kundtjänst och fick information.,neutral
Jag ringde er avdelning och ingen kunde hjälpa.,negativ
